Member_number,min,max,count,days_active,avg_per_week,frequency_label
2870,2014-09-04,2015-10-25,13,417,0.2182254196642686,Occasional
2871,2014-04-21,2015-12-20,8,609,0.09195402298850575,Occasional
2872,2014-08-04,2015-09-19,8,412,0.13592233009708737,Occasional
2873,2014-01-28,2015-09-03,16,584,0.1917808219178082,Occasional
2874,2015-01-05,2015-09-09,16,248,0.45161290322580644,Occasional
2875,2014-04-30,2015-11-01,7,551,0.08892921960072596,Occasional
2876,2014-12-20,2015-10-30,12,315,0.26666666666666666,Occasional
2877,2014-06-13,2015-04-10,6,302,0.1390728476821192,Occasional
2878,2014-06-13,2014-11-04,4,145,0.19310344827586207,Occasional
2879,2014-06-27,2015-12-28,13,550,0.16545454545454547,Occasional
2880,2014-12-04,2015-11-03,8,335,0.16716417910447762,Occasional
2881,2014-03-06,2014-06-01,4,88,0.3181818181818182,Occasional
2882,2014-12-12,2015-06-25,11,196,0.39285714285714285,Occasional
2883,2014-05-09,2015-10-12,10,522,0.13409961685823754,Occasional
2884,2014-03-17,2015-12-28,8,652,0.08588957055214724,Occasional
2885,2014-07-25,2015-11-19,14,483,0.2028985507246377,Occasional
2886,2014-02-14,2014-12-12,4,302,0.09271523178807946,Occasional
2887,2014-12-05,2015-01-17,4,44,0.6363636363636364,Monthly
2888,2014-05-04,2015-12-20,9,596,0.10570469798657718,Occasional
2889,2015-01-20,2015-01-20,2,1,14.0,Daily
2890,2014-02-13,2015-04-26,6,438,0.09589041095890412,Occasional
2891,2015-07-02,2015-07-02,5,1,35.0,Daily
2892,2014-08-19,2014-11-20,5,94,0.3723404255319149,Occasional
2893,2014-01-19,2015-12-12,11,693,0.1111111111111111,Occasional
2894,2015-03-14,2015-03-14,2,1,14.0,Daily
2895,2015-08-14,2015-08-14,3,1,21.0,Daily
2897,2014-04-26,2015-01-27,6,277,0.1516245487364621,Occasional
2898,2014-01-07,2014-07-23,7,198,0.2474747474747475,Occasional
2899,2014-01-08,2015-11-24,11,686,0.11224489795918367,Occasional
2900,2014-02-19,2015-04-11,12,417,0.2014388489208633,Occasional
2901,2014-04-14,2014-08-09,8,118,0.4745762711864407,Occasional
2902,2015-06-06,2015-08-16,7,72,0.6805555555555555,Monthly
2903,2014-05-08,2015-08-08,12,458,0.1834061135371179,Occasional
2904,2014-04-07,2015-09-17,10,529,0.13232514177693763,Occasional
2905,2014-01-17,2015-10-22,6,644,0.06521739130434782,Occasional
2906,2014-03-02,2015-07-08,11,494,0.15587044534412955,Occasional
2907,2014-03-25,2014-12-19,17,270,0.44074074074074077,Occasional
2908,2014-03-28,2015-03-15,8,353,0.15864022662889518,Occasional
2909,2014-01-18,2015-05-08,11,476,0.16176470588235295,Occasional
2910,2014-03-01,2015-12-04,15,644,0.16304347826086957,Occasional
2911,2014-03-23,2015-07-14,4,479,0.05845511482254697,Occasional
2912,2014-08-24,2015-01-28,11,158,0.4873417721518987,Occasional
2913,2014-12-14,2015-07-04,4,203,0.13793103448275862,Occasional
2914,2014-10-09,2015-11-30,9,418,0.1507177033492823,Occasional
2915,2014-07-29,2014-11-04,4,99,0.2828282828282828,Occasional
2916,2014-08-12,2015-06-13,15,306,0.3431372549019608,Occasional
2917,2014-04-22,2014-05-27,6,36,1.1666666666666665,Monthly
2918,2014-05-27,2015-12-11,21,564,0.26063829787234044,Occasional
2919,2014-01-14,2015-06-30,4,533,0.0525328330206379,Occasional
2920,2014-05-12,2015-10-11,11,518,0.14864864864864866,Occasional
2921,2014-03-04,2014-11-27,9,269,0.23420074349442377,Occasional
2922,2014-02-23,2015-12-26,6,672,0.0625,Occasional
2923,2014-03-11,2014-11-02,5,237,0.14767932489451477,Occasional
2924,2014-03-27,2015-11-19,11,603,0.12769485903814262,Occasional
2925,2014-04-01,2015-12-11,16,620,0.1806451612903226,Occasional
2926,2014-06-16,2015-11-08,7,511,0.0958904109589041,Occasional
2927,2014-01-13,2015-02-03,10,387,0.18087855297157623,Occasional
2928,2014-11-04,2015-09-22,9,323,0.19504643962848295,Occasional
2929,2014-09-24,2014-10-22,4,29,0.9655172413793103,Monthly
2930,2014-02-14,2015-03-23,14,403,0.24317617866004965,Occasional
2931,2014-07-05,2014-07-05,3,1,21.0,Daily
2932,2014-06-22,2015-03-20,17,272,0.43750000000000006,Occasional
2933,2014-08-01,2015-04-06,8,249,0.22489959839357432,Occasional
2934,2014-03-22,2015-09-13,9,541,0.11645101663585951,Occasional
2935,2014-01-03,2015-01-09,10,372,0.1881720430107527,Occasional
2936,2014-03-07,2015-06-08,5,459,0.07625272331154684,Occasional
2937,2014-01-10,2015-07-31,17,568,0.20950704225352113,Occasional
2938,2014-03-23,2015-06-25,7,460,0.10652173913043479,Occasional
2939,2014-10-22,2015-08-03,8,286,0.1958041958041958,Occasional
2940,2014-01-11,2015-11-07,11,666,0.11561561561561562,Occasional
2941,2014-01-27,2015-10-03,12,615,0.13658536585365852,Occasional
2942,2014-08-17,2015-02-01,12,169,0.4970414201183432,Occasional
2943,2014-01-01,2015-06-20,8,536,0.1044776119402985,Occasional
2944,2014-07-31,2015-02-01,14,186,0.5268817204301075,Monthly
2945,2014-11-16,2015-07-19,5,246,0.14227642276422764,Occasional
2946,2014-01-09,2015-11-04,18,665,0.18947368421052632,Occasional
2947,2014-03-03,2015-07-16,7,501,0.09780439121756487,Occasional
2948,2014-04-11,2015-06-19,10,435,0.16091954022988506,Occasional
2949,2014-03-25,2014-06-01,5,69,0.5072463768115941,Monthly
2950,2014-02-03,2015-10-10,15,615,0.17073170731707316,Occasional
2951,2014-12-30,2015-12-22,7,358,0.13687150837988826,Occasional
2952,2014-01-12,2015-11-25,15,683,0.15373352855051245,Occasional
2953,2015-01-04,2015-01-04,3,1,21.0,Daily
2954,2014-05-28,2015-06-05,7,374,0.13101604278074866,Occasional
2955,2014-03-21,2015-06-06,15,443,0.23702031602708803,Occasional
2956,2014-05-03,2015-12-02,11,579,0.13298791018998274,Occasional
2957,2014-02-26,2015-11-27,19,640,0.20781249999999998,Occasional
2958,2014-03-11,2015-06-14,10,461,0.15184381778741865,Occasional
2960,2014-03-11,2015-12-19,26,649,0.28043143297380585,Occasional
2961,2014-03-14,2015-11-16,20,613,0.22838499184339314,Occasional
2962,2014-06-07,2015-04-26,9,324,0.19444444444444445,Occasional
2963,2014-03-01,2014-05-27,4,88,0.3181818181818182,Occasional
2964,2014-02-04,2015-08-11,12,554,0.1516245487364621,Occasional
2965,2014-01-04,2014-06-07,6,155,0.2709677419354839,Occasional
2966,2014-10-08,2014-11-26,6,50,0.84,Monthly
2967,2014-01-23,2015-02-06,6,380,0.11052631578947368,Occasional
2968,2015-10-17,2015-10-17,2,1,14.0,Daily
2969,2014-04-13,2015-12-08,8,605,0.09256198347107437,Occasional
2970,2014-11-11,2015-12-30,7,415,0.11807228915662651,Occasional
2971,2014-03-04,2015-01-27,7,330,0.14848484848484847,Occasional
2972,2014-02-19,2015-05-21,10,457,0.15317286652078774,Occasional
2973,2014-07-31,2014-12-13,12,136,0.6176470588235294,Monthly
2974,2014-01-01,2015-12-26,9,725,0.08689655172413793,Occasional
2975,2014-03-27,2015-10-24,13,577,0.15771230502599654,Occasional
2976,2014-09-20,2015-06-02,5,256,0.13671875,Occasional
2977,2014-11-26,2015-11-16,12,356,0.2359550561797753,Occasional
2978,2014-08-27,2015-11-25,19,456,0.2916666666666667,Occasional
2979,2014-08-25,2015-08-09,10,350,0.2,Occasional
2980,2014-01-17,2015-04-27,7,466,0.10515021459227468,Occasional
2981,2014-06-05,2015-12-03,9,547,0.11517367458866545,Occasional
2982,2014-01-05,2015-06-25,12,537,0.1564245810055866,Occasional
2983,2014-02-28,2015-09-11,4,561,0.049910873440285206,Occasional
2984,2014-04-22,2015-02-24,11,309,0.24919093851132684,Occasional
2985,2015-01-05,2015-05-29,6,145,0.28965517241379307,Occasional
2986,2014-03-28,2015-05-19,17,418,0.284688995215311,Occasional
2987,2014-04-16,2014-04-16,2,1,14.0,Daily
2988,2015-10-14,2015-10-14,2,1,14.0,Daily
2989,2014-03-25,2015-01-30,12,312,0.2692307692307692,Occasional
2990,2014-03-30,2015-08-12,24,501,0.3353293413173653,Occasional
2991,2014-03-01,2015-02-16,12,353,0.23796033994334276,Occasional
2992,2015-11-09,2015-11-09,3,1,21.0,Daily
2993,2014-06-24,2015-05-05,15,316,0.3322784810126582,Occasional
2994,2014-04-30,2014-07-12,6,74,0.5675675675675675,Monthly
2995,2014-03-19,2015-02-18,5,337,0.10385756676557863,Occasional
2996,2014-04-29,2015-09-26,14,516,0.18992248062015504,Occasional
2997,2014-02-09,2015-12-30,16,690,0.16231884057971016,Occasional
2998,2014-10-30,2015-07-14,5,258,0.1356589147286822,Occasional
2999,2014-08-12,2015-08-03,8,357,0.1568627450980392,Occasional
3000,2014-08-22,2014-08-22,2,1,14.0,Daily
3001,2015-11-14,2015-12-24,4,41,0.6829268292682927,Monthly
3002,2014-12-12,2015-08-13,17,245,0.4857142857142857,Occasional
3003,2014-03-08,2014-05-08,6,62,0.6774193548387096,Monthly
3004,2014-09-04,2015-02-10,4,160,0.175,Occasional
3005,2014-04-18,2015-07-12,11,451,0.17073170731707316,Occasional
3006,2014-01-06,2015-12-27,7,721,0.06796116504854369,Occasional
3007,2014-04-01,2014-12-02,4,246,0.11382113821138211,Occasional
3008,2014-04-15,2014-07-09,5,86,0.4069767441860465,Occasional
3009,2014-01-27,2015-08-14,14,565,0.17345132743362834,Occasional
3010,2014-01-21,2015-08-14,11,571,0.13485113835376533,Occasional
3011,2014-04-02,2015-06-22,11,447,0.17225950782997765,Occasional
3012,2014-07-24,2015-09-20,6,424,0.09905660377358491,Occasional
3013,2014-03-25,2015-08-21,13,515,0.1766990291262136,Occasional
3014,2014-12-20,2015-11-11,17,327,0.363914373088685,Occasional
3015,2014-01-31,2015-10-10,10,618,0.11326860841423947,Occasional
3016,2014-04-21,2015-12-01,7,590,0.08305084745762711,Occasional
3017,2014-09-11,2015-09-28,6,383,0.10966057441253263,Occasional
3018,2014-11-17,2015-06-27,6,223,0.18834080717488788,Occasional
3019,2014-12-13,2015-12-19,5,372,0.09408602150537634,Occasional
3020,2014-06-13,2015-08-27,8,441,0.12698412698412698,Occasional
3021,2014-06-22,2015-01-30,10,223,0.31390134529147984,Occasional
3022,2014-02-16,2015-11-15,9,638,0.0987460815047022,Occasional
3023,2014-12-11,2015-07-28,9,230,0.2739130434782609,Occasional
3024,2014-12-22,2014-12-23,5,2,17.5,Daily
3025,2014-01-19,2015-10-19,11,639,0.12050078247261345,Occasional
3026,2014-03-30,2015-01-24,15,301,0.3488372093023256,Occasional
3027,2014-04-29,2015-09-15,9,505,0.12475247524752477,Occasional
3028,2014-01-04,2015-06-09,15,522,0.20114942528735633,Occasional
3029,2014-10-19,2015-05-31,6,225,0.18666666666666665,Occasional
3030,2014-05-02,2014-12-14,10,227,0.3083700440528634,Occasional
3031,2014-12-01,2015-12-18,15,383,0.2741514360313316,Occasional
3032,2014-12-28,2015-06-05,4,160,0.175,Occasional
3033,2014-02-28,2014-09-25,8,210,0.26666666666666666,Occasional
3034,2014-10-06,2015-05-22,10,229,0.3056768558951965,Occasional
3035,2014-02-21,2015-11-29,13,647,0.14064914992272023,Occasional
3036,2015-07-12,2015-09-18,17,69,1.7246376811594202,Weekly
3037,2015-02-01,2015-02-23,5,23,1.5217391304347827,Weekly
3038,2014-04-13,2015-01-11,12,274,0.3065693430656934,Occasional
3039,2014-08-20,2015-11-28,10,466,0.15021459227467812,Occasional
3040,2014-10-11,2014-10-11,4,1,28.0,Daily
3041,2014-02-18,2015-09-15,14,575,0.17043478260869566,Occasional
3042,2014-04-04,2015-12-27,22,633,0.24328593996840442,Occasional
3043,2015-01-05,2015-01-05,2,1,14.0,Daily
3044,2014-04-08,2015-09-29,19,540,0.24629629629629632,Occasional
3045,2014-01-29,2015-03-26,11,422,0.18246445497630331,Occasional
3046,2014-02-28,2015-11-18,23,629,0.2559618441971383,Occasional
3047,2014-08-16,2015-09-07,5,388,0.09020618556701031,Occasional
3048,2014-05-23,2015-12-10,19,567,0.2345679012345679,Occasional
3049,2014-09-30,2015-02-05,4,129,0.2170542635658915,Occasional
3050,2014-05-03,2015-12-15,33,592,0.3902027027027027,Occasional
3051,2014-05-25,2015-11-29,15,554,0.18953068592057762,Occasional
3052,2014-10-26,2015-07-04,5,252,0.1388888888888889,Occasional
3053,2014-12-13,2015-12-25,9,378,0.16666666666666666,Occasional
3054,2014-01-17,2015-06-28,18,528,0.23863636363636362,Occasional
3055,2015-08-18,2015-08-18,7,1,49.0,Daily
3056,2014-03-31,2015-08-15,4,503,0.05566600397614314,Occasional
3057,2014-01-28,2014-07-16,5,170,0.2058823529411765,Occasional
3058,2014-03-12,2015-07-27,8,503,0.11133200795228627,Occasional
3059,2014-03-05,2014-12-13,9,284,0.22183098591549297,Occasional
3060,2014-07-31,2015-07-05,7,340,0.14411764705882354,Occasional
3061,2015-02-10,2015-12-05,8,299,0.18729096989966554,Occasional
3062,2014-07-09,2015-08-01,11,389,0.19794344473007713,Occasional
3063,2014-02-08,2015-12-28,10,689,0.10159651669085631,Occasional
3064,2014-06-14,2015-01-02,4,203,0.13793103448275862,Occasional
3065,2014-02-23,2014-12-28,7,309,0.15857605177993525,Occasional
3066,2014-09-20,2015-12-06,12,443,0.18961625282167044,Occasional
3067,2014-02-27,2015-11-27,10,639,0.10954616588419405,Occasional
3068,2014-05-25,2015-06-19,7,391,0.12531969309462918,Occasional
3069,2014-04-04,2015-04-09,6,371,0.11320754716981132,Occasional
3071,2014-04-18,2015-06-13,15,422,0.24881516587677727,Occasional
3072,2014-06-18,2015-06-08,17,356,0.33426966292134835,Occasional
3073,2014-07-06,2015-01-17,5,196,0.17857142857142858,Occasional
3074,2014-11-03,2015-04-13,5,162,0.2160493827160494,Occasional
3075,2014-02-09,2015-10-15,6,614,0.06840390879478828,Occasional
3076,2014-02-22,2015-12-08,4,655,0.042748091603053436,Occasional
3077,2014-04-01,2015-08-31,17,518,0.22972972972972974,Occasional
3078,2014-12-17,2015-09-01,5,259,0.13513513513513514,Occasional
3079,2014-04-13,2015-03-10,9,332,0.1897590361445783,Occasional
3080,2014-02-15,2014-02-15,2,1,14.0,Daily
3081,2014-02-26,2014-09-23,15,210,0.5,Occasional
3082,2014-05-21,2015-09-25,26,493,0.36916835699797157,Occasional
3083,2014-03-29,2014-09-19,10,175,0.4,Occasional
3084,2014-01-22,2015-10-26,14,643,0.15241057542768274,Occasional
3085,2015-01-21,2015-07-11,4,172,0.1627906976744186,Occasional
3086,2014-04-14,2015-04-04,12,356,0.2359550561797753,Occasional
3087,2014-02-21,2014-12-27,6,310,0.13548387096774195,Occasional
3088,2014-03-11,2015-12-03,8,633,0.08846761453396525,Occasional
3089,2014-02-24,2015-10-17,11,601,0.1281198003327787,Occasional
3090,2014-01-23,2015-11-04,22,651,0.23655913978494625,Occasional
3092,2014-09-02,2015-12-24,6,479,0.08768267223382045,Occasional
3093,2015-03-13,2015-03-13,2,1,14.0,Daily
3094,2014-06-26,2015-10-06,17,468,0.25427350427350426,Occasional
3095,2014-05-08,2015-10-13,16,524,0.21374045801526717,Occasional
3096,2015-06-23,2015-08-22,7,61,0.8032786885245903,Monthly
3097,2015-08-10,2015-08-10,2,1,14.0,Daily
3098,2014-05-29,2015-09-04,4,464,0.06034482758620689,Occasional
3099,2014-02-10,2015-07-18,12,524,0.16030534351145037,Occasional
3100,2014-04-16,2015-05-23,12,403,0.20843672456575682,Occasional
3101,2014-02-07,2015-12-17,14,679,0.14432989690721648,Occasional
3102,2014-04-17,2015-12-04,8,597,0.09380234505862646,Occasional
3103,2014-02-26,2014-12-10,4,288,0.09722222222222221,Occasional
3104,2014-01-22,2015-06-04,18,499,0.25250501002004005,Occasional
3105,2014-04-12,2014-04-12,2,1,14.0,Daily
3106,2014-01-10,2014-05-11,8,122,0.459016393442623,Occasional
3107,2014-01-02,2015-11-16,14,684,0.1432748538011696,Occasional
3108,2014-03-25,2014-03-25,4,1,28.0,Daily
3109,2014-03-25,2015-06-29,9,462,0.13636363636363635,Occasional
3110,2014-05-29,2014-07-23,6,56,0.75,Monthly
3111,2014-02-19,2015-12-23,16,673,0.16641901931649333,Occasional
3112,2014-05-08,2015-05-19,8,377,0.14854111405835543,Occasional
3113,2014-01-06,2015-06-18,12,529,0.15879017013232516,Occasional
3115,2014-01-30,2014-10-29,16,273,0.41025641025641024,Occasional
3116,2014-03-12,2014-12-10,14,274,0.3576642335766423,Occasional
3117,2014-01-09,2015-09-30,12,630,0.13333333333333333,Occasional
3118,2014-11-07,2015-12-29,7,418,0.11722488038277512,Occasional
3119,2014-01-22,2015-06-28,17,523,0.22753346080305928,Occasional
3120,2014-01-02,2015-12-23,24,721,0.23300970873786409,Occasional
3122,2014-01-09,2015-10-31,24,661,0.25416036308623297,Occasional
3123,2014-04-16,2014-12-15,9,244,0.2581967213114754,Occasional
3124,2015-04-09,2015-04-09,3,1,21.0,Daily
3125,2014-02-23,2014-10-05,4,225,0.12444444444444443,Occasional
3126,2014-12-02,2014-12-02,2,1,14.0,Daily
3127,2014-02-25,2014-12-03,10,282,0.24822695035460993,Occasional
3128,2015-04-20,2015-08-30,17,133,0.8947368421052632,Monthly
3129,2014-04-02,2014-07-26,6,116,0.3620689655172413,Occasional
3130,2014-02-01,2015-05-02,6,456,0.09210526315789475,Occasional
3131,2014-01-31,2014-12-03,4,307,0.09120521172638438,Occasional
3132,2014-09-14,2015-08-29,10,350,0.2,Occasional
3133,2014-04-01,2015-12-25,8,634,0.08832807570977919,Occasional
3134,2015-06-07,2015-06-07,2,1,14.0,Daily
3135,2014-06-21,2015-07-26,6,401,0.10473815461346633,Occasional
3136,2014-04-28,2014-04-28,2,1,14.0,Daily
3137,2014-02-23,2015-08-24,19,548,0.24270072992700728,Occasional
3138,2014-05-24,2015-04-19,13,331,0.27492447129909364,Occasional
3139,2014-01-23,2015-04-21,16,454,0.24669603524229072,Occasional
3140,2014-03-26,2015-08-27,12,520,0.16153846153846152,Occasional
3141,2014-01-04,2015-11-16,17,682,0.17448680351906157,Occasional
3142,2014-02-12,2014-09-01,11,202,0.3811881188118812,Occasional
3143,2015-01-21,2015-05-24,6,124,0.3387096774193548,Occasional
3144,2014-06-05,2015-08-16,13,438,0.2077625570776256,Occasional
3145,2014-08-15,2015-11-16,8,459,0.12200435729847495,Occasional
3146,2014-02-07,2014-06-27,4,141,0.19858156028368795,Occasional
3147,2015-02-20,2015-12-24,5,308,0.11363636363636363,Occasional
3148,2014-04-23,2015-03-28,11,340,0.22647058823529412,Occasional
3149,2014-01-25,2014-01-25,3,1,21.0,Daily
3150,2014-03-31,2014-08-11,6,134,0.31343283582089554,Occasional
3151,2014-08-20,2015-09-25,6,402,0.1044776119402985,Occasional
3152,2015-11-24,2015-11-24,4,1,28.0,Daily
3153,2014-04-14,2015-10-08,16,543,0.20626151012891344,Occasional
3154,2014-12-04,2015-06-22,11,201,0.38308457711442784,Occasional
3155,2014-09-22,2014-09-22,2,1,14.0,Daily
3156,2014-01-02,2015-08-02,6,578,0.0726643598615917,Occasional
3157,2014-04-25,2014-10-08,7,167,0.2934131736526946,Occasional
3158,2014-02-14,2014-10-04,9,233,0.2703862660944206,Occasional
3159,2014-04-18,2015-01-31,7,289,0.16955017301038064,Occasional
3160,2014-01-14,2015-05-06,10,478,0.14644351464435146,Occasional
3161,2014-10-09,2015-11-08,9,396,0.1590909090909091,Occasional
3162,2015-06-06,2015-06-06,2,1,14.0,Daily
3163,2014-11-09,2014-12-29,4,51,0.5490196078431373,Monthly
3164,2014-02-14,2015-09-30,21,594,0.24747474747474746,Occasional
3165,2014-05-07,2015-11-27,18,570,0.22105263157894736,Occasional
3166,2014-05-03,2015-04-28,14,361,0.27146814404432135,Occasional
3167,2015-02-03,2015-11-04,7,275,0.1781818181818182,Occasional
3168,2014-03-19,2015-12-16,12,638,0.13166144200626959,Occasional
3169,2015-06-14,2015-07-02,6,19,2.2105263157894735,Weekly
3170,2014-03-29,2015-12-03,12,615,0.13658536585365852,Occasional
3171,2014-10-17,2014-10-17,3,1,21.0,Daily
3172,2014-03-24,2015-03-01,7,343,0.14285714285714285,Occasional
3173,2015-07-25,2015-07-25,2,1,14.0,Daily
3174,2014-11-10,2015-02-09,4,92,0.30434782608695654,Occasional
3175,2014-04-29,2015-11-23,14,574,0.17073170731707318,Occasional
3176,2014-06-09,2015-08-01,13,419,0.2171837708830549,Occasional
3177,2014-09-13,2014-10-18,4,36,0.7777777777777777,Monthly
3178,2014-02-01,2015-12-08,12,676,0.1242603550295858,Occasional
3179,2015-03-21,2015-03-21,2,1,14.0,Daily
3180,2014-02-24,2015-10-19,36,603,0.41791044776119407,Occasional
3181,2014-04-25,2015-12-13,14,598,0.16387959866220736,Occasional
3182,2014-02-19,2015-10-15,14,604,0.16225165562913907,Occasional
3183,2014-09-24,2015-08-07,7,318,0.1540880503144654,Occasional
3184,2014-01-31,2015-11-20,14,659,0.14871016691957512,Occasional
3185,2014-02-21,2015-03-02,11,375,0.20533333333333334,Occasional
3186,2014-04-24,2015-11-25,10,581,0.12048192771084337,Occasional
3188,2014-05-08,2015-12-06,6,578,0.0726643598615917,Occasional
3189,2014-02-08,2015-11-23,17,654,0.1819571865443425,Occasional
3190,2014-04-13,2015-11-21,12,588,0.14285714285714285,Occasional
3191,2014-05-11,2015-12-30,5,599,0.05843071786310518,Occasional
3193,2014-04-18,2015-01-31,13,289,0.314878892733564,Occasional
3194,2014-02-02,2015-05-03,14,456,0.2149122807017544,Occasional
3195,2015-01-30,2015-07-08,6,160,0.2625,Occasional
3196,2015-05-05,2015-11-04,5,184,0.19021739130434784,Occasional
3197,2014-03-01,2014-03-01,3,1,21.0,Daily
3198,2015-05-08,2015-06-23,5,47,0.7446808510638298,Monthly
3199,2015-12-24,2015-12-24,2,1,14.0,Daily
3200,2014-09-07,2015-04-01,8,207,0.27053140096618356,Occasional
3201,2014-03-30,2015-11-27,17,608,0.1957236842105263,Occasional
3202,2015-04-16,2015-11-14,7,213,0.23004694835680753,Occasional
3203,2014-03-04,2015-08-07,12,522,0.16091954022988506,Occasional
3204,2014-05-29,2015-05-08,11,345,0.22318840579710145,Occasional
3205,2014-06-03,2015-12-11,13,557,0.16337522441651706,Occasional
3206,2014-07-07,2015-10-13,12,464,0.18103448275862066,Occasional
3207,2014-04-24,2015-11-26,15,582,0.18041237113402062,Occasional
3208,2014-09-20,2015-11-20,14,427,0.22950819672131148,Occasional
3209,2014-03-15,2015-12-28,11,654,0.11773700305810397,Occasional
3210,2014-02-09,2015-12-23,8,683,0.08199121522693997,Occasional
3211,2014-12-16,2015-09-30,4,289,0.09688581314878893,Occasional
3212,2014-04-09,2015-04-18,4,375,0.07466666666666667,Occasional
3213,2014-05-07,2014-12-19,7,227,0.2158590308370044,Occasional
3214,2015-01-14,2015-12-22,15,343,0.30612244897959184,Occasional
3215,2014-02-26,2015-07-21,10,511,0.136986301369863,Occasional
3216,2014-11-02,2015-02-12,4,103,0.27184466019417475,Occasional
3217,2014-08-12,2015-03-20,6,221,0.19004524886877827,Occasional
3218,2014-01-06,2014-06-11,5,157,0.2229299363057325,Occasional
3219,2014-01-21,2015-08-04,7,561,0.0873440285204991,Occasional
3220,2014-01-02,2015-11-07,12,675,0.12444444444444444,Occasional
3221,2014-01-16,2015-06-29,23,530,0.3037735849056604,Occasional
3222,2014-01-16,2015-08-05,10,567,0.12345679012345678,Occasional
3223,2014-08-06,2014-08-06,3,1,21.0,Daily
3224,2014-06-10,2015-03-14,10,278,0.2517985611510791,Occasional
3225,2014-06-25,2015-12-12,18,536,0.23507462686567165,Occasional
3226,2014-02-26,2014-10-25,8,242,0.23140495867768596,Occasional
3227,2014-03-01,2015-11-30,15,640,0.1640625,Occasional
3228,2015-01-26,2015-01-26,8,1,56.0,Daily
3229,2014-11-16,2015-08-07,12,265,0.31698113207547174,Occasional
3230,2015-01-14,2015-01-14,2,1,14.0,Daily
3231,2014-03-22,2015-03-31,5,375,0.09333333333333334,Occasional
3232,2014-07-01,2015-12-18,16,536,0.208955223880597,Occasional
3233,2014-10-26,2014-10-26,2,1,14.0,Daily
3234,2015-08-16,2015-08-16,2,1,14.0,Daily
3235,2014-10-22,2015-12-28,7,433,0.11316397228637413,Occasional
3236,2014-04-17,2015-07-04,10,444,0.15765765765765766,Occasional
3237,2014-08-04,2015-06-28,13,329,0.2765957446808511,Occasional
3238,2014-02-06,2014-07-03,8,148,0.3783783783783784,Occasional
3239,2015-11-27,2015-11-27,2,1,14.0,Daily
3240,2014-10-31,2015-01-01,4,63,0.4444444444444444,Occasional
3241,2014-01-08,2015-09-20,9,621,0.10144927536231885,Occasional
3242,2014-07-29,2015-05-23,8,299,0.18729096989966554,Occasional
3243,2014-01-02,2014-01-02,2,1,14.0,Daily
3244,2014-06-21,2015-11-20,6,518,0.08108108108108109,Occasional
3245,2015-01-24,2015-12-08,18,319,0.3949843260188088,Occasional
3246,2014-01-14,2015-08-27,22,591,0.260575296108291,Occasional
3247,2014-03-09,2015-11-01,24,603,0.27860696517412936,Occasional
3248,2014-02-06,2015-06-19,21,499,0.2945891783567134,Occasional
3249,2014-04-02,2014-12-22,4,265,0.10566037735849057,Occasional
3250,2014-10-19,2015-04-12,5,176,0.19886363636363638,Occasional
3251,2014-06-26,2015-12-26,21,549,0.2677595628415301,Occasional
3252,2014-05-14,2015-08-22,12,466,0.18025751072961374,Occasional
3253,2014-06-26,2015-06-20,4,360,0.07777777777777778,Occasional
3254,2014-03-02,2015-10-19,10,597,0.11725293132328307,Occasional
3255,2014-01-23,2015-11-05,17,652,0.18251533742331288,Occasional
3256,2014-10-10,2015-07-30,9,294,0.21428571428571427,Occasional
3257,2014-09-02,2015-02-13,11,165,0.4666666666666666,Occasional
3258,2014-04-10,2015-05-20,13,406,0.22413793103448276,Occasional
3259,2014-02-01,2015-09-02,9,579,0.10880829015544043,Occasional
3260,2014-12-30,2015-12-02,8,338,0.16568047337278108,Occasional
3262,2014-04-16,2015-12-08,16,602,0.18604651162790697,Occasional
3263,2014-04-17,2014-07-17,7,92,0.532608695652174,Monthly
3264,2014-02-27,2015-04-05,10,403,0.17369727047146402,Occasional
3265,2014-07-09,2015-12-09,7,519,0.09441233140655106,Occasional
3266,2014-07-16,2015-10-25,22,467,0.32976445396145615,Occasional
3267,2014-03-27,2015-01-18,9,298,0.21140939597315436,Occasional
3268,2014-01-23,2015-11-06,16,653,0.17151607963246554,Occasional
3269,2014-07-09,2015-10-07,5,456,0.07675438596491228,Occasional
3270,2015-05-15,2015-05-15,2,1,14.0,Daily
3271,2014-02-25,2015-12-27,7,671,0.07302533532041729,Occasional
3272,2014-04-18,2015-06-21,4,430,0.06511627906976744,Occasional
3273,2014-02-04,2015-09-26,9,600,0.10500000000000001,Occasional
3275,2014-12-04,2015-10-26,8,327,0.1712538226299694,Occasional
3276,2014-08-08,2015-06-30,15,327,0.3211009174311927,Occasional
3277,2014-08-28,2014-10-31,7,65,0.7538461538461538,Monthly
3278,2014-03-13,2014-11-29,4,262,0.10687022900763359,Occasional
3279,2014-03-07,2014-11-26,7,265,0.1849056603773585,Occasional
3280,2014-06-07,2015-07-13,6,402,0.1044776119402985,Occasional
3281,2014-04-19,2015-10-25,6,555,0.07567567567567567,Occasional
3282,2014-05-12,2015-06-22,11,407,0.18918918918918917,Occasional
3283,2014-03-30,2015-07-02,9,460,0.13695652173913045,Occasional
3284,2014-01-04,2015-11-19,16,685,0.1635036496350365,Occasional
3285,2014-10-21,2015-07-12,7,265,0.1849056603773585,Occasional
3286,2014-08-18,2015-12-23,4,493,0.056795131845841784,Occasional
3287,2014-04-23,2015-02-02,13,286,0.31818181818181823,Occasional
